file_name,TP,FP,FN,precision,recall,f1_score,detail_type,field_name,incorrect_value,judgment,reason
10.10631.5048894-19.json,15,3,1,0.8333,0.7895,0.8108,Incorrect_Field,Performance Parameters,Not explicitly provided for Design2,FP,原文在表 1 中明确列出了 Design2 的性能参数（如 pIL、pILu、AX 等），因此该信息并非‘未明确提供’。
10.1109IBCAST.2007.4379899-14.json,16,2,6,0.8889,0.6667,0.7619,Incorrect_Field,Typical Output Power,40 dBm (LOW watt),FP,原始文本指出输出功率为 40dBm(lOWatt)，其中 'l' 是 '1' 的拼写错误，意为 10 瓦。文本后面也证实了 'A10watt...HPAisdeveloped'。JSON 中的 'LOW watt' 是不正确的。
10.1109IBCAST.2007.4379899-14.json,16,2,6,0.8889,0.6667,0.7619,Incorrect_Field,Drain Bias Voltage,1 V,FP,原始文本指出漏极偏置电压为 Vds=1OV，这是 '10V' 的拼写错误。JSON 中的 '1 V' 是不正确的。
10.1109IBCAST.2007.4379899-14.json,16,2,6,0.8889,0.6667,0.7619,Missing_Field,Amplifier Class of Operation,,FN,文本明确指出放大器工作在 A 类模式 ('HPAisworkinginclass-Amode')，这是一个关键的设计参数，但在 JSON 中缺失了。
10.1109IBCAST.2007.4379899-14.json,16,2,6,0.8889,0.6667,0.7619,Missing_Field,Substrate Material Specification,,FN,文本指明了基板材料为 'Rogers TMM10i substrate'，但 JSON 只提到了 'Rogers laminate'，遗漏了具体的型号。
10.1109IBCAST.2007.4379899-14.json,16,2,6,0.8889,0.6667,0.7619,Missing_Field,Two-tone Test Frequencies,,FN,文本提供了双音测试的具体频率（2.300 GHz 和 2.31 GHz）和间隔（10 MHz），这些是测量 OIP3 的关键细节，但在 JSON 中缺失了。
10.1109IBCAST.2007.4379899-14.json,16,2,6,0.8889,0.6667,0.7619,Missing_Field,IMD3 Value,,FN,表 I 中提供了 IMD3 的值为 -46 dBc，这是一个重要的线性度指标，但在 JSON 中缺失了。
10.1109IBCAST.2007.4379899-14.json,16,2,6,0.8889,0.6667,0.7619,Missing_Field,Comparative Performance Analysis,,FN,文本包含表 I，将所设计的放大器与其他 GaAs MESFET HPA 进行了比较，这个比较对于评估该工作的贡献是关键的，但在 JSON 中完全缺失了。
10.1109IBCAST.2007.4379899-14.json,16,2,6,0.8889,0.6667,0.7619,Missing_Field,Suitability Conclusion for OFDM,,FN,文本的结论是该放大器 'makesthisamplifiersuitableforOFDM applications'，这个主要结论在 JSON 中没有被捕捉到。
10.1002smll.201300134-25.json,28,0,9,1.0,0.7568,0.8615,Missing_Field,Graphene optical transparency and mechanical flexibility,,FN,文本提到石墨烯具有高光学透明度（~97.4%）和机械柔性（失效应变 ~12%），这些是选择它作为电极材料的关键特性，但在 JSON 中被遗漏了。
10.1002smll.201300134-25.json,28,0,9,1.0,0.7568,0.8615,Missing_Field,MoS₂ optical sensitivity and mechanical flexibility,,FN,文本提到 MoS₂ 具有高光学灵敏度和高达 11% 应变的机械柔性，这些是其关键特性，但在 JSON 中被遗漏了。
10.1002smll.201300134-25.json,28,0,9,1.0,0.7568,0.8615,Missing_Field,"Details of 10,000-cycle bending test and recovery",,FN,"文本描述了 10,000 次弯曲循环后器件性能的下降（μ_FE 下降 30%，V_th 变化 -8.9 V）以及通过退火恢复性能的能力，这是关于器件鲁棒性的一个关键发现，但在 JSON 中被遗漏了。"
10.1002smll.201300134-25.json,28,0,9,1.0,0.7568,0.8615,Missing_Field,Comparison of Schottky barrier height with metal electrodes,,FN,文本指出 MoS₂/石墨烯界面的肖特基势垒（~22 meV）与 MoS₂/金属界面相当，这一支持使用石墨烯的关键比较在 JSON 中被遗漏了。
10.1002smll.201300134-25.json,28,0,9,1.0,0.7568,0.8615,Missing_Field,Reason for electrical degradation after bending,,FN,文本推测弯曲循环后的电性能下降是由于吸附在 MoS₂ 表面的水或氧分子，而不是不可逆的反应，这一关键结论在 JSON 中被遗漏了。
10.1002smll.201300134-25.json,28,0,9,1.0,0.7568,0.8615,Missing_Field,Suggestions for mobility improvement,,FN,文本建议通过优化 MoS₂ 薄膜厚度（6-10 nm）和使用高-k 介电层（如 Al₂O₃）来提高迁移率，这一重要的未来方向在 JSON 中被遗漏了。
10.1002smll.201300134-25.json,28,0,9,1.0,0.7568,0.8615,Missing_Field,Reason for temperature-dependent mobility change,,FN,文本解释了归一化场效应迁移率随温度下降的原因：低温下是电离杂质散射，高温下是光学和声学声子散射，这一物理解释在 JSON 中被遗漏了。
10.1002smll.201300134-25.json,28,0,9,1.0,0.7568,0.8615,Missing_Field,Origin of low Schottky barrier at MoS₂/graphene interface,,FN,文本解释了 MoS₂/石墨烯界面处低肖特基势垒的可能来源，包括良好的粘附性和由栅偏压或界面陷阱态引起的电掺杂，这一关键分析在 JSON 中被遗漏了。
10.1002smll.201300134-25.json,28,0,9,1.0,0.7568,0.8615,Missing_Field,Variability in the number of MoS₂ films,,FN,文本指出，在石墨烯电极之间的多层 MoS₂ 薄膜的数量范围从零到十不等，其中单层薄片约占 22%，这一关于器件可变性的重要细节在 JSON 中被遗漏了。
10.110922.64574-29.json,49,2,1,0.9608,0.9423,0.9515,Incorrect_Field,Output Impedance,Less than -11 dB,FP,原文指出S11小于-11 dB，这是输入回波损耗，而不是输出阻抗。
10.110922.64574-29.json,49,2,1,0.9608,0.9423,0.9515,Missing_Field,Gain-Controllable Amplifier Performance Metrics,,FN,提取的JSON遗漏了增益可控放大器的关键性能数据，包括最大增益（15 dB）、增益动态范围（25 dB）、3 dB带宽（6.1 GHz）和饱和输出功率（10 dBm / 8 dBm）。
10.110922.64574-29.json,49,2,1,0.9608,0.9423,0.9515,Incorrect_Field,Output Power,5 dBm,FP,原始文本没有提供使用电阻器的带三路分配器的主放大器（AMPB）的输出功率值；它只提到了AMPA和AMPC的输出功率。
10.1002mop.32118-6.json,9,0,7,1.0,0.5625,0.72,Missing_Field,Pump Power Threshold,,FN,文本指出，Q-switching 在 51.0 mW 的泵功率阈值之上开始，这是一个关键的操作参数，但在 JSON 中缺失。
10.1002mop.32118-6.json,9,0,7,1.0,0.5625,0.72,Missing_Field,Pump Power Range,,FN,文本指明了用于调 Q 操作的泵功率范围（51.0 到 88.1 mW），这是一个关键发现，但在 JSON 中缺失。
10.1002mop.32118-6.json,9,0,7,1.0,0.5625,0.72,Missing_Field,Repetition Rate Range,,FN,文本报告了可调谐的重复率范围（47.0 到 66.0 kHz），这是一个核心结果，但在 JSON 中缺失。
10.1002mop.32118-6.json,9,0,7,1.0,0.5625,0.72,Missing_Field,Pulse Width Range,,FN,文本描述了脉冲宽度如何随泵功率从 7.94 μs 减小到 5.60 μs，这是一个关键的性能特征，但在 JSON 中缺失。
10.1002mop.32118-6.json,9,0,7,1.0,0.5625,0.72,Missing_Field,Output Power Range,,FN,文本提供了输出功率的范围（1.05 到 1.51 mW），这是一个重要的性能指标，但在 JSON 中缺失。
10.1002mop.32118-6.json,9,0,7,1.0,0.5625,0.72,Missing_Field,Slope Efficiency,,FN,文本计算出的斜率效率为 1.76%，这是一个关键的性能指标，但在 JSON 中缺失。
10.1002mop.32118-6.json,9,0,7,1.0,0.5625,0.72,Missing_Field,Signal-to-Noise Ratio (SNR),,FN,文本报告了 45 dB 的信噪比 (SNR) 以证明激光的稳定性，这是一个重要的结果，但在 JSON 中缺失。
10.1021acs.nanolett.1c02074-5.json,38,13,5,0.7451,0.6786,0.7103,Incorrect_Field,Two-Photon Photoluminescence Intensity,Much weaker than metasurface (~1/60 at 10 μJ/cm²),FP,原文指出，在超表面上，双光子发射的强度约为单光子发射的 1/60，而不是与一个单独的参考薄膜相比。
10.1021acs.nanolett.1c02074-5.json,38,13,5,0.7451,0.6786,0.7103,Incorrect_Field,Power Dependence of Two-Photon Emission,Slope of 3.7 at low fluences,FP,原文指出，3.7 的斜率是针对超表面（平行泵浦）的，而不是一个单独的参考薄膜。
10.1021acs.nanolett.1c02074-5.json,38,13,5,0.7451,0.6786,0.7103,Incorrect_Field,Power Dependence of Two-Photon Emission,Slope of 3.7 at low fluences,FP,原文指出，3.7 的斜率是针对平行泵浦的，并说垂直泵浦的斜率“非常相似”，但没有明确说明是 3.7。
10.1021acs.nanolett.1c02074-5.json,38,13,5,0.7451,0.6786,0.7103,Incorrect_Field,Power Dependence of Two-Photon Emission,Slope of 3.7 at low fluences,FP,原文指出，3.7 的斜率是针对超表面（平行泵浦）的，而不是一个单独的参考薄膜。
10.1021acs.nanolett.1c02074-5.json,38,13,5,0.7451,0.6786,0.7103,Incorrect_Field,Power Dependence of Three-Photon Emission,Slope of 2,FP,原文没有说明三光子发射的斜率。
10.1021acs.nanolett.1c02074-5.json,38,13,5,0.7451,0.6786,0.7103,Incorrect_Field,system_name,Reference Perovskite Film (five-photon process),FP,原文没有提到五光子过程。
10.1021acs.nanolett.1c02074-5.json,38,13,5,0.7451,0.6786,0.7103,Incorrect_Field,system_name,Reference Perovskite Film (six-photon process),FP,原文没有提到六光子过程。
10.1021acs.nanolett.1c02074-5.json,38,13,5,0.7451,0.6786,0.7103,Incorrect_Field,system_name,Reference Perovskite Film (seven-photon process),FP,原文没有提到七光子过程。
10.1021acs.nanolett.1c02074-5.json,38,13,5,0.7451,0.6786,0.7103,Incorrect_Field,system_name,Reference Perovskite Film (eight-photon process),FP,原文没有提到八光子过程。
10.1021acs.nanolett.1c02074-5.json,38,13,5,0.7451,0.6786,0.7103,Incorrect_Field,system_name,Reference Perovskite Film (nine-photon process),FP,原文没有提到九光子过程。
10.1021acs.nanolett.1c02074-5.json,38,13,5,0.7451,0.6786,0.7103,Incorrect_Field,system_name,Reference Perovskite Film (ten-photon process),FP,原文没有提到十光子过程。
10.1021acs.nanolett.1c02074-5.json,38,13,5,0.7451,0.6786,0.7103,Incorrect_Field,system_name,Reference Perovskite Film (eleven-photon process),FP,原文没有提到十一光子过程。
10.1021acs.nanolett.1c02074-5.json,38,13,5,0.7451,0.6786,0.7103,Incorrect_Field,system_name,Reference Perovskite Film (twelve-photon process),FP,原文没有提到十二光子过程。
10.1021acs.nanolett.1c02074-5.json,38,13,5,0.7451,0.6786,0.7103,Missing_Field,Mechanisms of multiphoton enhancement,,FN,文本将增强归因于三个关键因素：局部场增强、模式重叠增加和选择定则。JSON 只提到了局部场增强。
10.1021acs.nanolett.1c02074-5.json,38,13,5,0.7451,0.6786,0.7103,Missing_Field,Time-resolved photoluminescence measurements,,FN,文本使用时间分辨 PL 来比较单光子和双光子激发，显示不同的衰减分量，这支持了关于增益机制的结论。此证据在 JSON 中缺失。
10.1021acs.nanolett.1c02074-5.json,38,13,5,0.7451,0.6786,0.7103,Missing_Field,Potential for further enhancement,,FN,文本指出，通过利用更高能量的导带态，可以进一步提高增强因子，这是一个重要的结论，但在 JSON 中缺失了。
10.1021acs.nanolett.1c02074-5.json,38,13,5,0.7451,0.6786,0.7103,Missing_Field,Generality of the findings,,FN,文本提出，所展示的增强效果应适用于其他高折射率材料（如 ZnO、GaN）和其他超表面，这是关于研究发现普适性的一个关键点，但在 JSON 中缺失了。
10.1021acs.nanolett.1c02074-5.json,38,13,5,0.7451,0.6786,0.7103,Missing_Field,Broader application impact,,FN,文本的结论指出，这一发现将有助于扩展多光子过程的应用，这是一个关键要点，但在 JSON 中缺失了。
10.1016j.msea.2018.08.005-7.json,62,3,4,0.9538,0.8986,0.9254,Incorrect_Field,Pore size in bundles,Ca. 150 μm,FP,原始文本没有为 Cf/SiC 复合材料提供束内孔隙大小的具体数值。
10.1016j.msea.2018.08.005-7.json,62,3,4,0.9538,0.8986,0.9254,Incorrect_Field,Pore size in bundles,Ca. 150 μm,FP,原始文本没有为 Cf/SiC-SiC nw/PyC 复合材料提供束内孔隙大小的具体数值。
10.1016j.msea.2018.08.005-7.json,62,3,4,0.9538,0.8986,0.9254,Incorrect_Field,Pore size in bundles,Ca. 150 μm,FP,原始文本没有为 Cf/SiC-SiC nw 复合材料提供束内孔隙大小的具体数值。
10.1016j.msea.2018.08.005-7.json,62,3,4,0.9538,0.8986,0.9254,Missing_Field,高温性能的百分比增长,,FN,文本指出，在1000°C下，含SiC纳米线的复合材料的弯曲强度和断裂韧性分别比传统Cf/SiC高13.2%和16.1%，这是一个关键的量化比较结果，但在提取内容中被忽略了。
10.1016j.msea.2018.08.005-7.json,62,3,4,0.9538,0.8986,0.9254,Missing_Field,机械性能改善的主要机理,,FN,文本明确指出，机械性能的改善主要归因于SiC纳米线对裂纹的偏转和桥接以及从基体中拔出，这一核心结论在提取内容中缺失。
10.1016j.msea.2018.08.005-7.json,62,3,4,0.9538,0.8986,0.9254,Missing_Field,高温性能改善的热应力解释,,FN,文本解释了高温下机械性能的显著改善是由于热残余应力的释放，这是一个关键的机理解释，但在提取内容中被忽略了。
10.1016j.msea.2018.08.005-7.json,62,3,4,0.9538,0.8986,0.9254,Missing_Field,裂纹扩展模式,,FN,文本描述了两种不同的裂纹扩展模式（“interfacial expansion”和“matrix extension”），这是理解复合材料断裂行为的关键发现，但在提取内容中缺失。
10.1002pssr.202100036-15.json,0,0,0,0.0,0.0,0.0,,,,,
10.1016j.mssp.2018.01.024-39.json,43,0,7,1.0,0.86,0.9247,Missing_Field,Reason for forward voltage decrease,,FN,"The text attributes the decrease in forward voltage after introducing SiO₂ PhCs to the enhanced current spreading capability of the ITO layer, promoted by the CF₄ plasma during the SiO₂ ICP dry etching process. This key explanation is missing from the JSON."
10.1016j.mssp.2018.01.024-39.json,43,0,7,1.0,0.86,0.9247,Missing_Field,Blueshift of blue LEDs,,FN,"The text states that the blueshift of the blue LEDs is 2.0 nm when the injected current changes from 1 mA to 20 mA. This specific data point for blue LEDs is missing, while the blueshift for green LEDs is included."
10.1016j.mssp.2018.01.024-39.json,43,0,7,1.0,0.86,0.9247,Missing_Field,Mechanism of LOP enhancement,,FN,The text provides a key conclusion that the improvement in LOP is attributed to better control over the directionality of light emission by the PhC structure. This fundamental mechanism is not captured in the JSON.
10.1016j.mssp.2018.01.024-39.json,43,0,7,1.0,0.86,0.9247,Missing_Field,FDTD simulation model details,,FN,"The text describes the composition and thickness of each layer in the 3D-FDTD simulation model (e.g., SiO₂ PhCs: 100 nm, SiO₂ layer: 400 nm, ITO layer: 120 nm, Ag layer: 200 nm). These specific model parameters are missing from the JSON."
10.1016j.mssp.2018.01.024-39.json,43,0,7,1.0,0.86,0.9247,Missing_Field,Explanation for LEE wavelength dependence,,FN,The text explains that the gradual increase of LEE with wavelength in the simulation is ascribed to the different extinction coefficient values of the ITO and GaN layers at various wavelengths. This explanation for the simulation trend is missing.
10.1016j.mssp.2018.01.024-39.json,43,0,7,1.0,0.86,0.9247,Missing_Field,Mechanisms of extraction efficiency enhancement by PhCs,,FN,"The text outlines three specific mechanisms for the enhancement: prevention of lateral propagation by the photonic bandgap, multiple diffraction effects, and multiple diffused scattering. This detailed breakdown of the physical principles is a key finding that is absent from the JSON."
10.1016j.mssp.2018.01.024-39.json,43,0,7,1.0,0.86,0.9247,Missing_Field,Commercial significance of the technique,,FN,The conclusion states that the PhC pattern technique would provide reliable manufacture with high-yield and wide-area patterning for commercial devices. This important implication and conclusion about the technique's applicability is not included in the JSON.
10.1016j.sse.2013.10.004-26.json,45,8,5,0.8491,0.7759,0.8108,Incorrect_Field,Doping concentration,5×10¹⁷,FP,原文指出 In₀.₅₂Al₀.₄₈As 缓冲层的掺杂浓度为 5×10¹² cm⁻²，而非 5×10¹⁷ cm⁻²。
10.1016j.sse.2013.10.004-26.json,45,8,5,0.8491,0.7759,0.8108,Incorrect_Field,Doping concentration,5×10¹⁸,FP,原文未提及 In₀.₅₃Ga₀.₄₇As 帽层的掺杂浓度。
10.1016j.sse.2013.10.004-26.json,45,8,5,0.8491,0.7759,0.8108,Incorrect_Field,Room temperature channel mobility and sheet carrier density product,7% lower than GaAs mHEMT,FP,原文指出 InP pHEMT 的乘积更高，而不是更低。
10.1016j.sse.2013.10.004-26.json,45,8,5,0.8491,0.7759,0.8108,Incorrect_Field,Gate-to-source capacitance,"680 fF/mm at 300K, at Id = 15 mA/mm",FP,原文指出 680 fF/mm 的值是在 10 K（低温）下测得的，而不是 300 K。
10.1016j.sse.2013.10.004-26.json,45,8,5,0.8491,0.7759,0.8108,Incorrect_Field,Doping concentration,5×10¹⁷,FP,原文指出 In₀.₅₂Al₀.₄₈As 缓冲层的掺杂浓度为 5×10¹² cm⁻²，而非 5×10¹⁷ cm⁻²。
10.1016j.sse.2013.10.004-26.json,45,8,5,0.8491,0.7759,0.8108,Incorrect_Field,Doping concentration,5×10¹⁸,FP,原文未提及 In₀.₅₃Ga₀.₄₇As 帽层的掺杂浓度。
10.1016j.sse.2013.10.004-26.json,45,8,5,0.8491,0.7759,0.8108,Incorrect_Field,Room temperature channel mobility and sheet carrier density product,7% higher than InP pHEMT,FP,原文指出 GaAs mHEMT 的乘积更低，而不是更高。
10.1016j.sse.2013.10.004-26.json,45,8,5,0.8491,0.7759,0.8108,Incorrect_Field,Gate-to-source capacitance,"530 fF/mm at 300K, at Id = 15 mA/mm",FP,原文指出 530 fF/mm 的值是在 10 K（低温）下测得的，而不是 300 K。
10.1016j.sse.2013.10.004-26.json,45,8,5,0.8491,0.7759,0.8108,Missing_Field,Relative noise temperature difference,,FN,原文明确指出，在 300 K 时 GaAs mHEMT 的噪声温度比 InP pHEMT 高 9%，在 10 K 时高 135%。这个关键的比较性结论在提取内容中缺失了。
10.1016j.sse.2013.10.004-26.json,45,8,5,0.8491,0.7759,0.8108,Missing_Field,Estimated noise contribution from contact resistance,,FN,原文估计了 GaAs mHEMT 较高的接触电阻对噪声温度的贡献（在 300 K 时为 0.7 K，在 10 K 时小于 0.04 K），这个量化分析在提取内容中被忽略了。
10.1016j.sse.2013.10.004-26.json,45,8,5,0.8491,0.7759,0.8108,Missing_Field,Gate length,,FN,原文提到了器件的关键工艺参数——130 nm 的栅长，这在提取内容中缺失了。
10.1016j.sse.2013.10.004-26.json,45,8,5,0.8491,0.7759,0.8108,Missing_Field,"LNA biasing conditions (Vdd, Idd)",,FN,原文提供了 LNA 噪声测量时的具体偏置条件（Vdd 和 Idd），这些是理解性能指标的关键背景信息，但在提取内容中缺失了。
10.1016j.sse.2013.10.004-26.json,45,8,5,0.8491,0.7759,0.8108,Missing_Field,Cause of buffer layer defects,,FN,原文解释了 GaAs mHEMT 缓冲层缺陷的一个可能原因（MBE 生长温度变化），这个重要的解释性信息在提取内容中被遗漏了。
10.1039c0jm00611d-3.json,24,4,6,0.8571,0.7059,0.7742,Incorrect_Field,Ionization Potential (IP),~5.8 eV,FP,原始文本指出电离势为 -5.8 eV，而不是 5.8 eV。
10.1039c0jm00611d-3.json,24,4,6,0.8571,0.7059,0.7742,Incorrect_Field,Electron Affinity (EA),~4.0 eV,FP,原始文本指出电子亲和势为 -4.0 eV，而不是 4.0 eV。
10.1039c0jm00611d-3.json,24,4,6,0.8571,0.7059,0.7742,Incorrect_Field,IPCE Value,0.038%,FP,对于 CIS 器件，表 1 中报告的 IPCE 值为 0.047%。
10.1039c0jm00611d-3.json,24,4,6,0.8571,0.7059,0.7742,Incorrect_Field,IPCE Value,0.101%,FP,对于 T-CIS 器件，表 1 中报告的 IPCE 值为 0.128%。
10.1039c0jm00611d-3.json,24,4,6,0.8571,0.7059,0.7742,Missing_Field,Quantum Dot Growth Mechanism,,FN,文本详细描述了涉及中间体 CuIn(SPh)n 和 NaCuInS(SPh)m 的生长机理，这是一个关键的科学发现，但在提取内容中被忽略了。
10.1039c0jm00611d-3.json,24,4,6,0.8571,0.7059,0.7742,Missing_Field,Solar Cell Device Architecture,,FN,文本描述了详细的器件结构（ITO/PEDOT:PSS/活性层/CuInS₂ 空穴阻挡层/LiF/Al），这对于理解器件性能至关重要，但在提取内容中被忽略了。
10.1039c0jm00611d-3.json,24,4,6,0.8571,0.7059,0.7742,Missing_Field,Photovoltaic Testing Conditions,,FN,文本指明光伏性能是在 470 nm、15.85 mW cm⁻² 的单色光照射下测量的，这是一个关键的背景信息，但在提取内容中被忽略了。
10.1039c0jm00611d-3.json,24,4,6,0.8571,0.7059,0.7742,Missing_Field,Charge Transfer Mechanisms,,FN,文本描述了太阳能电池中三个关键的电荷转移过程，这是解释器件工作原理的核心结论，但在提取内容中被忽略了。
10.1039c0jm00611d-3.json,24,4,6,0.8571,0.7059,0.7742,Missing_Field,Performance Comparison with Literature,,FN,文本将器件性能（Voc、Jsc）与文献中报道的其他器件进行了比较，这对于评估结果的重要性至关重要，但在提取内容中被忽略了。
10.1039c0jm00611d-3.json,24,4,6,0.8571,0.7059,0.7742,Missing_Field,Discussion of Performance Limitations,,FN,文本讨论了器件性能不高的原因（例如，能量转移效率低、QD 聚集），这是科学讨论的关键部分，但在提取内容中被忽略了。
10.1016j.sna.2013.04.011-23.json,6,1,2,0.8571,0.6667,0.75,Incorrect_Field,Resonant Frequency Variation,Increases with increasing attached mass,FP,原文指出，对于有缺陷的纳米管，共振频率随附加质量的增加而减小（如图 8-11 所示），而不是增加。
10.1016j.sna.2013.04.011-23.json,6,1,2,0.8571,0.6667,0.75,Missing_Field,Finite Element Model Parameters,,FN,文本提供了用于原子有限元模型的关键参数，包括 B-N 键长 (0.145 nm)、梁单元属性（杨氏模量 0.263 TPa、泊松比 0.211、直径 0.106 nm）以及硼和氮原子核的点质量，但这些在提取内容中被忽略了。这些参数对于理解核心模拟方法至关重要。
10.1016j.sna.2013.04.011-23.json,6,1,2,0.8571,0.6667,0.75,Missing_Field,Effect of Aspect Ratio on V_B and V_N Frequency Difference,,FN,文本描述了一个关键发现，即 V_B 和 V_N 之间的共振频率差异取决于纳米管的长径比：对于长径比 5 和 10，V_N 的频率更高；而对于长径比 15 和 20，V_B 的频率更高。这一细微但重要的结果在提取内容中被遗漏了。
10.3390nano10061111-17.json,21,3,5,0.875,0.7241,0.7925,Incorrect_Field,Short-Circuit Current,Not specified (calculated from I-V curve),FP,原文明确指出AE-HNA结构的短路电流（I_sc）为183 pA。
